transaction_id,customer_id,transaction_date,product_id,quantity,unit_price,payment_method,discount_applied,transaction_status,review_text
TX_0000000297,CUST0039,2025-08-03,JE-148,25,475000,Cash,25.0,Completed,
TX_0000002868,CUST0351,2025-09-22,ZO-634,9,4000,Credit Card,46.0,Completed,A bit expensive but satisfied with result
TX_0000000058,CUST0008,2025-05-29,LA-122,15,190000,Credit Card,34.0,Completed,Bit disappointing from the photo
TX_0000003711,CUST0444,2024-12-16,QN-646,2,293000,Cash,48.0,Completed,Recommended seller
TX_0000004111,CUST0498,2025-09-10,FL-965,24,319000,Debit Card,20.0,Completed,High quality product
TX_0000005842,CUST0705,2025-08-12,UZ-409,30,327000,E-wallet,22.0,Completed,Product matches description
TX_0000002964,CUST0363,2024-11-11,XL-282,13,292000,E-wallet,32.0,Cancelled,
TX_0000004099,CUST0496,2025-02-17,DZ-566,38,199000,Cash,0.0,Completed,
TX_0000000101,CUST0013,2025-07-10,DC-663,31,207000,Bank Transfer,9.0,Refunded,
TX_0000004744,CUST0571,2024-12-18,GC-415,27,118000,Bank Transfer,39.0,Completed,
TX_0000001929,CUST0235,2024-11-25,MU-299,35,813000,Credit Card,39.0,Completed,"Good item, express shipping"
TX_0000006721,CUST0813,2025-02-14,TW-756,23,124000,E-wallet,40.0,Completed,Quality below expectations
TX_0000002998,CUST0367,2025-06-21,VT-882,31,320000,Bank Transfer,30.0,Completed,"Quality is okay, affordable price"
TX_0000002359,CUST0290,2024-10-30,PZ-732,25,311000,E-wallet,23.0,Completed,"Quality product, attractive packaging"
TX_0000000533,CUST0070,2025-03-26,UQ-964,19,153000,Credit Card,25.0,Completed,
TX_0000007465,CUST0905,2024-11-03,YV-254,28,176000,Credit Card,44.0,Completed,
TX_0000002250,CUST0275,2024-12-22,ZD-976,33,417000,E-wallet,16.0,Cancelled,
TX_0000006752,CUST0818,2024-10-29,CM-418,24,196000,Debit Card,27.0,Completed,Item arrived in perfect condition
TX_0000001371,CUST0171,2025-01-06,OW-849,6,232000,E-wallet,10.0,Completed,
TX_0000006023,CUST0728,2025-03-07,BM-978,19,377000,Bank Transfer,16.0,Completed,
TX_0000000347,CUST0047,2025-04-04,WZ-732,39,435000,Credit Card,22.0,Completed,Recommended seller
TX_0000007875,CUST0958,2025-07-30,CA-574,24,46000,Cash,34.0,Completed,"Quality item, packaging OK"
TX_0000005829,CUST0703,2024-11-25,VQ-842,27,172000,Debit Card,28.0,Completed,
TX_0000002485,CUST0305,2025-07-24,IP-109,19,145000,Bank Transfer,21.0,Completed,
TX_0000005509,CUST0667,2024-12-09,RZ-787,15,107000,E-wallet,26.0,Completed,
TX_0000000682,CUST0085,2024-12-09,IP-743,28,111000,Bank Transfer,24.0,Completed,
TX_0000000435,CUST0058,2025-01-16,TQ-579,18,280000,E-wallet,23.0,Completed,
TX_0000003520,CUST0424,2025-09-19,EP-014,31,288000,E-wallet,24.0,Completed,"Poor product, requesting refund"
TX_0000002612,CUST0318,2025-01-25,ZE-539,17,449000,E-wallet,36.0,Completed,
TX_0000003890,CUST0464,2025-02-17,VP-008,30,131000,E-wallet,8.0,Completed,
TX_0000001490,CUST0188,2025-08-28,UZ-436,19,101000,Bank Transfer,0.0,Refunded,Disappointed with item quality
TX_0000007006,CUST0853,2024-11-14,QS-610,23,471000,Credit Card,12.0,Completed,
TX_0000005318,CUST0645,2024-12-28,TE-355,20,238000,Debit Card,47.0,Completed,
TX_0000007968,CUST0968,2024-11-24,XS-184,23,142000,Credit Card,44.0,Completed,A bit overpriced in my opinion
TX_0000003290,CUST0399,2025-06-19,CH-013,35,448000,E-wallet,9.0,Completed,
TX_0000002032,CUST0248,2024-07-16,OA-145,16,372000,Cash,39.0,Completed,
TX_0000006836,CUST0829,2025-02-05,HZ-267,19,396000,Cash,49.0,Cancelled,
TX_0000005196,CUST0628,2024-12-25,BO-220,26,416000,Debit Card,17.0,Completed,
TX_0000002749,CUST0333,2024-10-18,BA-214,39,490000,Credit Card,15.0,Pending,
TX_0000003099,CUST0379,2025-04-09,KE-656,40,153000,E-wallet,36.0,Completed,
TX_0000001182,CUST0146,2024-11-10,DG-376,39,433000,Cash,44.0,Refunded,"Item arrived quickly, good condition"
TX_0000001376,CUST0171,2025-01-14,YP-744,25,204000,Bank Transfer,31.0,Completed,"Slow shipping, ordinary item"
TX_0000005770,CUST0698,2025-09-06,DG-029,13,197000,Debit Card,17.0,Completed,"Quality product, satisfying service"
TX_0000007037,CUST0856,2025-01-21,AQ-138,16,284000,Bank Transfer,36.0,Cancelled,
TX_0000003536,CUST0426,2025-05-13,NX-037,33,116000,E-wallet,29.0,Completed,
TX_0000006881,CUST0836,2025-07-21,ZD-617,27,139000,Bank Transfer,22.0,Completed,
TX_0000000627,CUST0078,2024-12-26,PW-675,19,239000,Cash,25.0,Completed,
TX_0000002165,CUST0265,2025-07-15,TY-806,3,373000,Credit Card,39.0,Completed,Responsive and helpful seller
TX_0000004268,CUST0516,2024-11-20,AP-721,4,351000,E-wallet,6.0,Completed,
TX_0000006272,CUST0760,2024-11-29,FC-784,35,275000,Debit Card,12.0,Cancelled,
TX_0000001644,CUST0206,2024-10-12,EF-808,28,459000,E-wallet,33.0,Refunded,Shipping delayed but item is good
TX_0000007956,CUST0967,2025-09-07,QT-026,12,417000,E-wallet,48.0,Completed,A bit expensive but worth the quality
TX_0000000085,CUST0012,2024-12-07,NJ-803,15,465000,E-wallet,33.0,Completed,
TX_0000006006,CUST0726,2024-09-30,TN-944,24,61000,E-wallet,40.0,Completed,
TX_0000004248,CUST0514,2025-01-09,PV-159,36,423000,E-wallet,40.0,Completed,Shipping a bit slow but good item
TX_0000002938,CUST0360,2025-08-12,NN-572,36,475000,E-wallet,50.0,Cancelled,"Amazing product, highly recommended"
TX_0000004715,CUST0567,2024-10-27,JS-114,40,294000,Cash,,Completed,
TX_0000002116,CUST0258,2025-06-28,HQ-223,38,264000,Debit Card,40.0,Completed,
TX_0000002579,CUST0315,2025-09-12,YS-738,37,480000,Cash,1.0,Completed,Bit disappointing from the photo
TX_0000003693,CUST0442,2025-08-01,BQ-070,38,345000,Credit Card,20.0,Completed,
TX_0000000419,CUST0056,2025-07-22,MU-576,23,143000,Debit Card,21.0,Completed,
TX_0000004292,CUST0518,2025-02-09,DN-786,21,179000,Bank Transfer,29.0,Completed,Very satisfied with this purchase
TX_0000004468,CUST0540,2025-03-04,PF-550,35,110000,Cash,2.0,Completed,
TX_0000003405,CUST0412,2024-10-04,WO-791,3,192000,E-wallet,24.0,Refunded,
TX_0000005793,CUST0699,2024-05-06,NX-384,19,455000,E-wallet,5.0,Completed,Recommended seller
TX_0000005087,CUST0615,2024-11-26,TX-290,39,134000,Debit Card,36.0,Completed,"Thick bubble wrap packaging, safe"
TX_0000002900,CUST0356,2025-01-26,NH-495,21,492000,Credit Card,27.0,Pending,
TX_0000000294,CUST0039,2025-06-13,SJ-663,37,230000,Debit Card,35.0,Completed,
TX_0000007197,CUST0873,2025-01-08,SU-492,25,240000,Credit Card,26.0,Completed,"Quality product, satisfying service"
TX_0000004465,CUST0540,2024-10-22,MG-240,40,105000,Credit Card,48.0,Cancelled,
TX_0000004455,CUST0539,2024-11-17,US-547,26,444000,Cash,30.0,Completed,Shipping delayed but item is good
TX_0000006746,CUST0818,2025-03-17,MH-131,28,415000,Cash,38.0,Completed,
TX_0000004978,CUST0602,2025-08-06,QS-794,11,175000,Credit Card,6.0,Completed,
TX_0000001635,CUST0205,2024-11-23,RE-487,23,260000,Bank Transfer,8.0,Completed,"Thank you, very recommended"
TX_0000005947,CUST0718,2024-12-27,AJ-774,39,168000,E-wallet,25.0,Completed,
TX_0000007731,CUST0940,2025-05-14,VF-260,24,477000,Bank Transfer,27.0,Completed,
TX_0000005118,CUST0619,2024-10-17,PV-479,35,248000,Debit Card,17.0,Completed,
TX_0000001150,CUST0141,2025-01-28,CD-854,15,486000,Credit Card,1.0,Completed,"Friendly seller, item as ordered"
TX_0000003553,CUST0428,2025-03-28,OU-900,31,171000,Debit Card,18.0,Completed,
TX_0000003863,CUST0462,2025-09-18,HS-906,16,1800,Credit Card,10.0,Cancelled,
TX_0000006902,CUST0838,2025-01-06,UX-392,32,420000,Bank Transfer,38.0,Completed,
TX_0000002035,CUST0250,2025-09-16,UJ-411,9,188000,E-wallet,21.0,Completed,
TX_0000006580,CUST0795,2025-01-23,DR-551,38,390000,Credit Card,,Completed,
TX_0000006204,CUST0750,2025-03-12,MM-236,28,272000,E-wallet,36.0,Completed,Recommended seller
TX_0000006302,CUST0764,2024-10-06,ZS-548,11,194000,Cash,21.0,Completed,
TX_0000000439,CUST0058,2024-12-14,GV-199,2,198000,Bank Transfer,19.0,Completed,
TX_0000002949,CUST0361,2024-10-19,XR-127,7,331000,E-wallet,50.0,Completed,"100% original item, recommended"
TX_0000001299,CUST0162,2024-12-19,YA-206,30,453000,Credit Card,48.0,Completed,
TX_0000007912,CUST0962,2025-09-14,NH-935,6,94000,Debit Card,27.0,Cancelled,A bit overpriced in my opinion
TX_0000005644,CUST0686,2025-08-03,JU-015,36,103000,E-wallet,10.0,Completed,
TX_0000003818,CUST0456,2024-12-30,VO-839,26,261000,Credit Card,29.0,Pending,
TX_0000002246,CUST0274,2023-11-27,WU-968,9,499000,E-wallet,27.0,Completed,
TX_0000006303,CUST0764,2025-03-07,MW-834,24,240000,E-wallet,49.0,Refunded,Response was slow but item is good
TX_0000005477,CUST0664,2025-05-02,GM-204,16,112000,E-wallet,50.0,Pending,
TX_0000006313,CUST0765,2025-09-19,MT-163,40,412000,Credit Card,,Completed,
TX_0000004211,CUST0509,2025-02-02,YL-818,20,337000,Debit Card,1.0,Cancelled,"Thick bubble wrap packaging, safe"
TX_0000006798,CUST0824,2025-01-23,DA-831,23,371000,Debit Card,39.0,Completed,
TX_0000004739,CUST0569,2025-08-20,DT-691,23,439000,E-wallet,40.0,Completed,Good product for this price range
TX_0000000374,CUST0051,2025-05-20,PX-280,1,103000,Cash,31.0,Completed,Shipping a bit slow but good item
TX_0000004575,CUST0551,2025-01-04,TC-277,17,398000,Bank Transfer,29.0,Cancelled,
TX_0000005932,CUST0717,2024-07-23,DC-168,20,169000,E-wallet,43.0,Completed,
TX_0000003393,CUST0410,2024-11-20,KK-629,38,308000,Credit Card,46.0,Completed,
TX_0000003602,CUST0432,2025-08-04,ZL-974,15,152000,Cash,23.0,Cancelled,"Item arrived quickly, good condition"
TX_0000004503,CUST0543,2024-12-30,KA-865,10,423000,Cash,49.0,Completed,
TX_0000006326,CUST0766,2025-09-07,OI-971,38,236000,Bank Transfer,45.0,Completed,Poor quality for this price
TX_0000007885,CUST0959,2025-02-07,CF-681,31,474000,Credit Card,12.0,Completed,
TX_0000004225,CUST0511,2025-06-08,WX-801,4,195000,E-wallet,40.0,Completed,
TX_0000006859,CUST0832,2024-12-31,KJ-000,24,279000,Bank Transfer,5.0,Completed,
TX_0000005545,CUST0673,2024-10-02,QO-381,8,310000,Bank Transfer,15.0,Completed,
TX_0000002413,CUST0294,2025-07-08,AE-631,23,264000,Credit Card,50.0,Pending,
TX_0000002860,CUST0351,2025-09-20,MU-231,2,224000,Cash,46.0,Completed,
TX_0000008068,CUST0981,2025-03-04,UR-781,26,273000,Bank Transfer,4.0,Completed,
TX_0000001794,CUST0220,2024-10-17,ED-609,38,452000,Bank Transfer,9.0,Completed,
TX_0000001394,CUST0174,2025-06-25,TS-073,32,205000,Cash,13.0,Completed,Original and quality item
TX_0000000813,CUST0522,2024-11-28,QR-867,20,202000,E-wallet,14.0,Refunded,
TX_0000002349,CUST0288,2024-10-20,AP-098,1,46000,Debit Card,2.0,Completed,"Product matches photo, good quality"
TX_0000005982,CUST0724,2024-11-24,TN-128,27,128000,Bank Transfer,8.0,Completed,"Standard quality, reasonable price"
TX_0000006072,CUST0733,2024-12-01,DO-104,10,384000,E-wallet,16.0,Completed,"Amazing product, exceeds expectations"
TX_0000006265,CUST0760,2025-01-20,FN-923,23,350000,Cash,,Completed,"Poor product, requesting refund"
TX_0000003015,CUST0369,2025-02-11,QS-584,29,252000,Debit Card,33.0,Completed,Price worth it for the quality
TX_0000002167,CUST0265,2024-12-28,PU-547,5,108000,Cash,47.0,Completed,
TX_0000004887,CUST0588,2025-03-09,MP-056,18,357000,Cash,,Completed,"High quality product, recommended"
TX_0000004412,CUST0534,2024-12-19,VB-182,19,177000,Credit Card,23.0,Completed,
TX_0000005104,CUST0618,2024-12-25,CZ-177,24,430000,E-wallet,41.0,Completed,
TX_0000003310,CUST0401,2024-10-03,RP-875,1,393000,Bank Transfer,6.0,Completed,
TX_0000006689,CUST0810,2025-07-03,GH-970,18,354000,Debit Card,1.0,Completed,
TX_0000007780,CUST0948,2025-03-17,RC-081,34,252000,Bank Transfer,45.0,Completed,
TX_0000002322,CUST0285,2025-01-23,GI-949,35,394000,Credit Card,11.0,Completed,"Quality product, attractive packaging"
TX_0000005885,CUST0710,2025-08-12,BC-063,28,247000,Credit Card,8.0,Completed,
TX_0000000922,CUST0117,2025-01-01,WL-119,17,498000,Bank Transfer,12.0,Completed,
TX_0000000323,CUST0043,2025-06-02,KK-496,30,396000,Debit Card,13.0,Refunded,Doesn't match my expectations
TX_0000006872,CUST0835,2025-01-29,IO-995,5,438000,E-wallet,22.0,Completed,Won't buy here again
TX_0000007257,CUST0880,2024-12-24,NS-678,16,292000,Bank Transfer,26.0,Completed,
TX_0000006343,CUST0768,2025-07-01,AX-422,36,169000,Credit Card,40.0,Completed,
TX_0000004554,CUST0550,2025-01-30,MA-645,25,108000,Debit Card,3.0,Completed,
TX_0000004249,CUST0514,2025-02-20,RJ-916,17,134000,Bank Transfer,13.0,Completed,
TX_0000002472,CUST0303,2025-01-12,TP-790,36,376000,Debit Card,39.0,Cancelled,
TX_0000005059,CUST0610,2024-11-07,VG-984,25,328000,Cash,33.0,Completed,
TX_0000003093,CUST0378,2025-02-07,NP-192,21,331000,E-wallet,22.0,Completed,
TX_0000000232,CUST0031,2025-07-04,GP-746,9,346000,Debit Card,6.0,Completed,"Product not original, very disappointed"
TX_0000003593,CUST0432,2025-08-15,FR-274,33,245000,Bank Transfer,38.0,Completed,
TX_0000000111,CUST0014,2025-05-02,OF-741,20,115000,Debit Card,27.0,Completed,Good product for this price range
TX_0000002841,CUST0347,2025-02-24,WR-876,18,486000,Bank Transfer,33.0,Refunded,
TX_0000004557,CUST0550,2025-02-16,NT-782,24,154000,Cash,27.0,Completed,
TX_0000001080,CUST0133,2025-03-21,MH-273,39,421000,Cash,47.0,Completed,"Premium quality, very satisfied"
TX_0000004936,CUST0596,2024-11-18,GT-775,29,468000,Cash,23.0,Completed,
TX_0000001116,CUST0137,2025-05-30,IR-830,37,341000,Debit Card,15.0,Completed,
TX_0000007175,CUST0871,2025-08-07,HO-574,36,48000,E-wallet,14.0,Completed,Disappointed with item quality
TX_0000006898,CUST0838,2025-02-22,LB-028,37,410000,Bank Transfer,,Completed,"Quality is okay, affordable price"
TX_0000001468,CUST0186,2025-08-13,XV-298,37,159000,Cash,46.0,Completed,
TX_0000003065,CUST0373,2025-01-18,FX-823,23,481000,E-wallet,20.0,Completed,"Premium quality product, excellent"
TX_0000002448,CUST0299,2025-01-18,RD-327,40,392000,Cash,18.0,Completed,
TX_0000001579,CUST0197,2025-01-11,HA-713,21,187000,Credit Card,33.0,Completed,"Honest seller, item as described"
TX_0000003750,CUST0450,2025-05-29,XK-777,22,295000,Cash,34.0,Refunded,"Seller communicative, item is good"
TX_0000002826,CUST0345,2025-03-09,DO-353,21,287000,Bank Transfer,17.0,Completed,High quality product
TX_0000001919,CUST0234,2024-11-08,TB-629,20,152000,Credit Card,40.0,Cancelled,
TX_0000001845,CUST0226,2025-02-18,DG-279,16,435000,Cash,48.0,Completed,
TX_0000001451,CUST0183,2025-01-19,TD-348,1,2000,Bank Transfer,15.0,Completed,Price worth it for the quality
TX_0000002406,CUST0293,2025-06-06,ZT-814,6,204000,Bank Transfer,43.0,Completed,Responsive and helpful seller
TX_0000004731,CUST0568,2025-01-26,WR-568,33,121000,Cash,49.0,Completed,
TX_0000002099,CUST0257,2025-01-19,JK-076,17,362000,Bank Transfer,31.0,Cancelled,
TX_0000002615,CUST0318,2024-02-15,WJ-878,21,439000,Bank Transfer,14.0,Cancelled,
TX_0000003957,CUST0474,2025-09-10,QO-871,17,408000,Credit Card,19.0,Refunded,
TX_0000006283,CUST0762,2025-04-15,HF-905,21,92000,Credit Card,12.0,Completed,
TX_0000006400,CUST0775,2024-10-09,NR-135,33,428000,Bank Transfer,39.0,Cancelled,
TX_0000002685,CUST0326,2025-05-16,KE-318,34,127000,Debit Card,36.0,Completed,"100% original item, recommended"
TX_0000005460,CUST0662,2024-10-11,CQ-279,35,467000,Debit Card,15.0,Completed,
TX_0000003152,CUST0383,2025-03-03,AD-962,25,279000,Debit Card,36.0,Cancelled,
TX_0000001489,CUST0188,2025-08-31,XC-928,21,116000,Credit Card,14.0,Completed,
TX_0000005205,CUST0628,2025-09-08,OA-815,37,212000,E-wallet,8.0,Completed,
TX_0000003681,CUST0441,2025-08-22,KE-954,11,497000,E-wallet,41.0,Completed,
TX_0000005047,CUST0609,2025-02-20,NS-073,23,32000,Credit Card,32.0,Completed,"Thank you, very recommended"
TX_0000004664,CUST0559,2025-09-10,YT-050,26,421000,Cash,34.0,Completed,
TX_0000006370,CUST0770,2024-11-26,BR-841,39,275000,Cash,12.0,Completed,
TX_0000004387,CUST0528,2024-05-25,VX-174,16,363000,Bank Transfer,,Completed,Bit overpriced but quality is okay
TX_0000007457,CUST0904,2025-03-08,HB-889,34,174000,Cash,,Completed,
TX_0000002544,CUST0312,2025-03-31,VI-403,21,270000,Bank Transfer,49.0,Completed,"Premium quality, very satisfied"
TX_0000001515,CUST0190,2025-05-16,LD-908,19,413000,Bank Transfer,16.0,Completed,
TX_0000000266,CUST0033,2024-12-17,AK-986,26,211000,Debit Card,48.0,Completed,Friendly and professional service
TX_0000000001,CUST0001,2025-06-07,ET-242,1,144000,Credit Card,,Completed,
TX_0000001452,CUST0183,2025-04-20,FF-322,7,3000,Cash,45.0,Completed,"Good quality, competitive price"
TX_0000003781,CUST0453,2024-09-30,MZ-641,39,269000,E-wallet,10.0,Completed,
TX_0000005754,CUST0696,2024-12-22,NM-095,10,488000,Cash,5.0,Completed,"Defective item, please replace"
TX_0000005979,CUST0723,2025-09-23,JT-601,6,203000,Cash,12.0,Completed,
TX_0000003210,CUST0389,2024-12-17,ET-852,21,412000,Credit Card,35.0,Completed,
TX_0000003613,CUST0433,2024-12-18,XA-182,20,181000,Bank Transfer,4.0,Completed,"Good quality, competitive price"
TX_0000000839,CUST0105,2025-06-13,QP-650,19,313000,Cash,27.0,Completed,
TX_0000000015,CUST0003,2024-12-01,AD-225,17,448000,E-wallet,5.0,Refunded,"Safe packaging, not damaged"
TX_0000000327,CUST0043,2025-03-21,HP-967,34,411000,Debit Card,28.0,Completed,"Quality product, attractive packaging"
TX_0000002390,CUST0292,2025-08-31,GN-749,25,199000,Cash,13.0,Completed,"Standard quality, reasonable price"
TX_0000001840,CUST0225,2025-05-12,SO-459,2,356000,Cash,36.0,Refunded,
TX_0000002023,CUST0248,2025-02-23,CK-848,20,212000,Cash,36.0,Completed,
TX_0000000009,CUST0003,2025-05-31,CU-358,30,279000,Debit Card,39.0,Completed,"Great product, will order again"
TX_0000002573,CUST0315,2025-09-24,TK-442,34,236000,Credit Card,3.0,Completed,
TX_0000002652,CUST0322,2025-03-16,DK-880,6,157000,E-wallet,32.0,Completed,"Amazing product, highly recommended"
TX_0000004177,CUST0506,2024-11-18,II-157,38,277000,Cash,28.0,Cancelled,
TX_0000001040,CUST0127,2025-09-06,AQ-046,23,177000,E-wallet,6.0,Completed,
TX_0000003239,CUST0392,2025-08-11,VB-590,20,95000,Bank Transfer,25.0,Completed,
TX_0000006187,CUST0748,2025-08-31,PB-626,23,105000,Debit Card,,Completed,Quality below expectations
TX_0000004790,CUST0576,2024-11-03,RP-479,34,238000,Cash,45.0,Completed,5 stars for this product
TX_0000003412,CUST0412,2025-08-15,GW-931,1,214000,Bank Transfer,9.0,Completed,Doesn't meet expectations
TX_0000006075,CUST0734,2025-04-02,NC-787,25,184000,Cash,19.0,Completed,
TX_0000003856,CUST0461,2025-01-18,QD-205,4,239000,Cash,49.0,Completed,
TX_0000000340,CUST0044,2024-07-12,DS-492,19,427000,Credit Card,12.0,Completed,
TX_0000000122,CUST0015,2025-03-16,PF-840,19,102000,Bank Transfer,2.0,Completed,
TX_0000004049,CUST0488,2024-10-07,HR-157,16,137000,E-wallet,44.0,Completed,
TX_0000006392,CUST0773,2025-05-28,DN-450,22,340000,Debit Card,20.0,Completed,
TX_0000001091,CUST0135,2025-08-25,MK-752,16,323000,Credit Card,32.0,Completed,"Standard quality, reasonable price"
TX_0000004772,CUST0574,2025-03-01,EZ-742,4,127000,Credit Card,3.0,Completed,"Responsive seller, good problem solving"
TX_0000001373,CUST0171,2024-12-31,BD-514,6,342000,Credit Card,39.0,Completed,
TX_0000006174,CUST0747,2025-08-21,RR-775,31,163000,Credit Card,5.0,Completed,"Cheap price, decent quality"
TX_0000001318,CUST0164,2025-04-06,BL-698,38,163000,Debit Card,4.0,Completed,
TX_0000000623,CUST0076,2024-10-29,IF-741,16,266000,Bank Transfer,14.0,Completed,
TX_0000001420,CUST0180,2024-06-12,ER-248,22,163000,E-wallet,30.0,Completed,"Friendly seller, item as ordered"
TX_0000001542,CUST0194,2025-05-05,UT-609,19,243000,Debit Card,37.0,Pending,Response was slow but item is good
TX_0000008118,CUST0988,2025-01-14,JT-184,38,1783000,Cash,4.0,Completed,"100% original item, recommended"
TX_0000004386,CUST0528,2024-12-05,BT-750,36,115000,E-wallet,46.0,Refunded,
TX_0000006943,CUST0843,2025-01-06,NT-996,38,334000,Credit Card,30.0,Completed,
TX_0000004913,CUST0593,2025-01-16,EH-809,26,492000,Bank Transfer,26.0,Completed,
TX_0000002224,CUST0270,2025-09-18,AU-130,34,322000,Bank Transfer,31.0,Completed,Original and quality item
TX_0000007449,CUST0903,2025-01-25,GV-088,2,147000,Bank Transfer,20.0,Cancelled,A bit expensive but worth the quality
TX_0000001411,CUST0178,2025-06-26,PA-140,32,198000,Cash,1.0,Completed,
TX_0000006214,CUST0752,2025-07-25,HI-597,18,374000,Cash,46.0,Completed,
TX_0000004419,CUST0534,2024-10-07,FB-890,33,1970000,Bank Transfer,20.0,Completed,
TX_0000005781,CUST0698,2025-09-21,CJ-491,26,311000,Credit Card,50.0,Completed,Shipping a bit slow but good item
TX_0000000890,CUST0111,2025-03-16,MG-508,24,121000,Bank Transfer,15.0,Refunded,A bit disappointing for this price
TX_0000007685,CUST0934,2023-10-17,PE-652,16,211000,Credit Card,45.0,Cancelled,
TX_0000007284,CUST0883,2025-09-20,JB-602,12,381000,E-wallet,41.0,Cancelled,
TX_0000006830,CUST0828,2024-09-25,KJ-685,37,470000,Bank Transfer,7.0,Completed,
TX_0000003283,CUST0397,2024-07-20,BJ-938,20,175000,Credit Card,50.0,Completed,
TX_0000008079,CUST0983,2024-10-23,MT-675,26,345000,E-wallet,5.0,Completed,
TX_0000004938,CUST0597,2025-08-07,RC-140,31,490000,Debit Card,30.0,Completed,"Cheap price, decent quality"
TX_0000000197,CUST0023,2025-02-26,FC-797,23,290000,Cash,35.0,Completed,A bit expensive but satisfied with result
TX_0000008151,CUST0993,2024-10-08,JY-007,5,249000,Cash,9.0,Completed,
TX_0000003820,CUST0457,2025-02-24,PJ-940,31,246000,Credit Card,26.0,Completed,"100% original item, recommended"
TX_0000000416,CUST0055,2025-03-11,TJ-809,7,256000,Bank Transfer,33.0,Completed,Very slow shipping
TX_0000008183,CUST0997,2025-01-14,LH-504,21,180000,Credit Card,23.0,Completed,"Product matches photo, good quality"
TX_0000002192,CUST0268,2024-12-15,TW-509,32,344000,E-wallet,11.0,Completed,
TX_0000007390,CUST0896,2025-08-27,OW-950,28,487000,E-wallet,44.0,Completed,"100% original item, recommended"
TX_0000007087,CUST0859,2024-10-05,BT-222,40,478000,Credit Card,13.0,Completed,"Friendly seller, item as ordered"
TX_0000000433,CUST0058,2025-01-28,PJ-866,39,456000,E-wallet,45.0,Cancelled,
TX_0000003051,CUST0372,2025-02-16,BR-497,25,231000,Bank Transfer,32.0,Completed,
TX_0000007783,CUST0948,2025-02-16,ET-106,32,498000,Credit Card,6.0,Completed,
TX_0000002837,CUST0347,2025-01-26,AK-703,3,263000,Debit Card,35.0,Completed,
TX_0000002304,CUST0281,2025-04-16,XC-135,21,335000,Cash,33.0,Completed,Bit overpriced but quality is okay
TX_0000007310,CUST0887,2025-09-16,ST-842,40,237000,E-wallet,0.0,Completed,
TX_0000003978,CUST0476,2025-09-15,RA-123,23,359000,Bank Transfer,29.0,Completed,
TX_0000002252,CUST0275,2024-10-24,ZG-674,39,476000,E-wallet,48.0,Completed,"Seller communicative, item is good"
TX_0000006030,CUST0729,2025-04-16,TN-943,20,387000,E-wallet,41.0,Completed,"Amazing product, highly recommended"
TX_0000002761,CUST0334,2025-02-16,LN-504,4,370000,E-wallet,28.0,Completed,
TX_0000001109,CUST0136,2025-03-15,CQ-572,19,256000,Credit Card,35.0,Cancelled,
TX_0000007383,CUST0896,2025-09-13,HT-145,22,299000,Credit Card,36.0,Refunded,
TX_0000008018,CUST0976,2025-09-19,FZ-018,30,149000,Credit Card,50.0,Completed,
TX_0000004371,CUST0527,2025-01-25,YV-356,18,343000,Debit Card,17.0,Completed,
TX_0000006126,CUST0740,2025-03-19,IA-867,24,329000,E-wallet,0.0,Completed,
TX_0000007998,CUST0971,2024-12-17,PP-588,6,261000,Credit Card,32.0,Completed,"Safe shipping, nothing damaged"
TX_0000004880,CUST0587,2025-06-02,KK-137,36,349000,Cash,34.0,Completed,
TX_0000001196,CUST0149,2024-11-27,PV-945,22,276000,Credit Card,12.0,Cancelled,"Original item, fast shipping"
TX_0000006495,CUST0784,2025-02-20,ER-086,4,66000,Cash,3.0,Completed,"Cheap price, decent quality"
TX_0000003814,CUST0456,2025-01-07,RL-517,33,136000,Credit Card,36.0,Completed,"Item arrived quickly, good condition"
TX_0000000605,CUST0074,2025-08-18,HM-428,17,289000,E-wallet,0.0,Completed,
TX_0000003708,CUST0443,2024-12-25,KW-376,6,5000,Credit Card,7.0,Completed,
TX_0000000881,CUST0111,2024-12-27,LJ-414,20,394000,Cash,,Completed,
TX_0000001220,CUST0152,2025-02-19,LZ-959,23,188000,Credit Card,41.0,Cancelled,
TX_0000006140,CUST0742,2025-06-15,LS-756,35,285000,Debit Card,18.0,Completed,
TX_0000002575,CUST0315,2024-11-18,YZ-324,32,251000,E-wallet,17.0,Completed,"Competitive price, decent quality"
TX_0000005968,CUST0722,2025-03-05,YL-704,22,454000,Bank Transfer,8.0,Completed,
TX_0000006736,CUST0816,2025-04-18,QB-176,37,377000,Credit Card,3.0,Completed,
TX_0000007889,CUST0960,2025-05-26,YE-084,24,401000,Bank Transfer,27.0,Completed,
TX_0000004717,CUST0567,2025-02-25,KJ-412,29,304000,Debit Card,38.0,Cancelled,Product matches description
TX_0000005486,CUST0665,2025-07-12,JK-919,17,67000,Credit Card,8.0,Completed,"Thank you, very recommended"
TX_0000006248,CUST0757,2024-12-13,ZU-721,15,336000,Cash,45.0,Completed,
TX_0000006480,CUST0783,2025-02-18,TJ-696,22,466000,Credit Card,38.0,Completed,
TX_0000006832,CUST0829,2024-11-11,MP-349,34,117000,Credit Card,45.0,Completed,
TX_0000003443,CUST0416,2025-09-21,VP-108,27,386000,Cash,15.0,Refunded,
TX_0000005921,CUST0715,2025-01-30,TF-086,19,461000,Debit Card,46.0,Completed,Shipping delayed but item is good
